Date,District,COD_DIS,Rent_Price
2014-06-01,Centro,1,13.4
2014-07-01,Centro,1,13.5
2014-08-01,Centro,1,13.5
2014-09-01,Centro,1,13.7
2014-10-01,Centro,1,13.8
2014-11-01,Centro,1,13.7
2014-12-01,Centro,1,13.7
2015-01-01,Centro,1,13.8
2015-02-01,Centro,1,13.8
2015-03-01,Centro,1,13.8
2015-04-01,Centro,1,13.9
2015-05-01,Centro,1,13.9
2015-06-01,Centro,1,13.9
2015-07-01,Centro,1,13.9
2015-08-01,Centro,1,14.0
2015-09-01,Centro,1,14.2
2015-10-01,Centro,1,14.3
2015-11-01,Centro,1,14.5
2015-12-01,Centro,1,14.6
2016-01-01,Centro,1,15.0
2016-02-01,Centro,1,15.2
2016-03-01,Centro,1,15.4
2016-04-01,Centro,1,15.5
2016-05-01,Centro,1,15.7
2016-06-01,Centro,1,15.5
2016-07-01,Centro,1,15.5
2016-08-01,Centro,1,15.5
2016-09-01,Centro,1,15.7
2016-10-01,Centro,1,16.0
2016-11-01,Centro,1,16.3
2016-12-01,Centro,1,16.7
2017-01-01,Centro,1,17.1
2017-02-01,Centro,1,17.4
2017-03-01,Centro,1,17.5
2017-04-01,Centro,1,17.5
2017-05-01,Centro,1,17.3
2017-06-01,Centro,1,17.3
2017-07-01,Centro,1,17.5
2017-08-01,Centro,1,17.3
2017-09-01,Centro,1,17.5
2017-10-01,Centro,1,17.5
2017-11-01,Centro,1,17.8
2017-12-01,Centro,1,17.9
2018-01-01,Centro,1,18.1
2018-02-01,Centro,1,18.3
2018-03-01,Centro,1,18.6
2018-04-01,Centro,1,18.7
2018-05-01,Centro,1,18.5
2018-06-01,Centro,1,18.3
2018-07-01,Centro,1,18.3
2018-08-01,Centro,1,18.4
2018-09-01,Centro,1,18.4
2018-10-01,Centro,1,18.6
2018-11-01,Centro,1,18.5
2018-12-01,Centro,1,18.3
2019-01-01,Centro,1,16.0
2019-02-01,Centro,1,16.2
2019-03-01,Centro,1,16.4
2019-04-01,Centro,1,16.4
2019-05-01,Centro,1,16.1
2019-06-01,Centro,1,16.1
2019-07-01,Centro,1,16.1
2019-08-01,Centro,1,16.3
2019-09-01,Centro,1,16.3
2019-10-01,Centro,1,16.4
2019-11-01,Centro,1,16.8
2019-12-01,Centro,1,16.6
2020-01-01,Centro,1,16.1
2020-02-01,Centro,1,16.3
2020-03-01,Centro,1,16.3
2020-04-01,Centro,1,16.4
2020-05-01,Centro,1,16.8
2020-06-01,Centro,1,16.6
2020-07-01,Centro,1,16.3
2020-08-01,Centro,1,16.1
2020-09-01,Centro,1,17.8
2020-10-01,Centro,1,17.5
2020-11-01,Centro,1,17.1
2020-12-01,Centro,1,16.7
2021-01-01,Centro,1,16.4
2021-02-01,Centro,1,16.5
2021-03-01,Centro,1,16.4
2021-04-01,Centro,1,16.2
2021-05-01,Centro,1,16.2
2021-06-01,Centro,1,16.2
2021-07-01,Centro,1,16.3
2021-08-01,Centro,1,16.5
2021-09-01,Centro,1,16.8
2021-10-01,Centro,1,17.1
2021-11-01,Centro,1,17.5
2021-12-01,Centro,1,17.6
2022-01-01,Centro,1,17.9
2022-02-01,Centro,1,18.3
2022-03-01,Centro,1,18.5
2022-04-01,Centro,1,18.4
2022-05-01,Centro,1,18.5
2022-06-01,Centro,1,18.5
2022-07-01,Centro,1,18.5
2022-08-01,Centro,1,18.9
2022-09-01,Centro,1,19.2
2022-10-01,Centro,1,19.4
2022-11-01,Centro,1,20.0
2022-12-01,Centro,1,20.3
2023-01-01,Centro,1,20.16
2023-02-01,Centro,1,20.46
2023-03-01,Centro,1,19.99
2023-04-01,Centro,1,20.0
2023-05-01,Centro,1,20.24
2023-06-01,Centro,1,20.1
2023-07-01,Centro,1,19.99
2023-08-01,Centro,1,20.3
2023-09-01,Centro,1,20.59
2023-10-01,Centro,1,21.17
2023-11-01,Centro,1,21.82
2023-12-01,Centro,1,22.09
2024-01-01,Centro,1,22.59
2024-02-01,Centro,1,23.08
2024-03-01,Centro,1,23.33
2024-04-01,Centro,1,23.57
2024-05-01,Centro,1,23.58
2024-06-01,Centro,1,23.53
2024-07-01,Centro,1,23.34
2024-08-01,Centro,1,23.61
2024-09-01,Centro,1,24.0
2024-10-01,Centro,1,24.44
2024-11-01,Centro,1,24.98
2024-12-01,Centro,1,25.48
2006-01-01,Arganzuela,2,
2006-02-01,Arganzuela,2,
2006-03-01,Arganzuela,2,
2006-04-01,Arganzuela,2,
2006-05-01,Arganzuela,2,
2006-06-01,Arganzuela,2,
2006-07-01,Arganzuela,2,
2006-08-01,Arganzuela,2,
2006-09-01,Arganzuela,2,
2006-10-01,Arganzuela,2,
2006-11-01,Arganzuela,2,
2006-12-01,Arganzuela,2,
2007-01-01,Arganzuela,2,
2007-02-01,Arganzuela,2,
2007-03-01,Arganzuela,2,
2007-04-01,Arganzuela,2,
2007-05-01,Arganzuela,2,
2007-06-01,Arganzuela,2,
2007-07-01,Arganzuela,2,
2007-08-01,Arganzuela,2,
2007-09-01,Arganzuela,2,
2007-10-01,Arganzuela,2,
2007-11-01,Arganzuela,2,
2007-12-01,Arganzuela,2,
2008-01-01,Arganzuela,2,
2008-02-01,Arganzuela,2,
2008-03-01,Arganzuela,2,
2008-04-01,Arganzuela,2,
2008-05-01,Arganzuela,2,
2008-06-01,Arganzuela,2,
2008-07-01,Arganzuela,2,
2008-08-01,Arganzuela,2,
2008-09-01,Arganzuela,2,
2008-10-01,Arganzuela,2,
2008-11-01,Arganzuela,2,
2008-12-01,Arganzuela,2,
2009-01-01,Arganzuela,2,
2009-02-01,Arganzuela,2,
2009-03-01,Arganzuela,2,
2009-04-01,Arganzuela,2,
2009-05-01,Arganzuela,2,
2009-06-01,Arganzuela,2,
2009-07-01,Arganzuela,2,
2009-08-01,Arganzuela,2,
2009-09-01,Arganzuela,2,
2009-10-01,Arganzuela,2,
2009-11-01,Arganzuela,2,12.2
2009-12-01,Arganzuela,2,12.1
2010-01-01,Arganzuela,2,12.5
2010-02-01,Arganzuela,2,12.4
2010-03-01,Arganzuela,2,12.1
2010-04-01,Arganzuela,2,12.1
2010-05-01,Arganzuela,2,12.0
2010-06-01,Arganzuela,2,12.0
2010-07-01,Arganzuela,2,11.9
2010-08-01,Arganzuela,2,11.7
2010-09-01,Arganzuela,2,11.8
2010-10-01,Arganzuela,2,11.9
2010-11-01,Arganzuela,2,12.4
2010-12-01,Arganzuela,2,12.5
2011-01-01,Arganzuela,2,12.3
2011-02-01,Arganzuela,2,11.9
2011-03-01,Arganzuela,2,11.7
2011-04-01,Arganzuela,2,11.9
2011-05-01,Arganzuela,2,12.1
2011-06-01,Arganzuela,2,12.1
2011-07-01,Arganzuela,2,12.0
2011-08-01,Arganzuela,2,12.0
2011-09-01,Arganzuela,2,11.9
2011-10-01,Arganzuela,2,11.9
2011-11-01,Arganzuela,2,12.1
2011-12-01,Arganzuela,2,12.2
2012-01-01,Arganzuela,2,11.9
2012-02-01,Arganzuela,2,11.8
2012-03-01,Arganzuela,2,11.8
2012-04-01,Arganzuela,2,11.7
2012-05-01,Arganzuela,2,11.6
2012-06-01,Arganzuela,2,11.7
2012-07-01,Arganzuela,2,11.5
2012-08-01,Arganzuela,2,11.5
2012-09-01,Arganzuela,2,11.5
2012-10-01,Arganzuela,2,11.5
2012-11-01,Arganzuela,2,11.4
2012-12-01,Arganzuela,2,11.2
2013-01-01,Arganzuela,2,11.3
2013-02-01,Arganzuela,2,11.4
2013-03-01,Arganzuela,2,11.4
2013-04-01,Arganzuela,2,11.3
2013-05-01,Arganzuela,2,11.3
2013-06-01,Arganzuela,2,11.2
2013-07-01,Arganzuela,2,11.2
2013-08-01,Arganzuela,2,11.1
2013-09-01,Arganzuela,2,11.0
2013-10-01,Arganzuela,2,11.0
2013-11-01,Arganzuela,2,11.0
2013-12-01,Arganzuela,2,10.9
2014-01-01,Arganzuela,2,10.9
2014-02-01,Arganzuela,2,11.0
2014-03-01,Arganzuela,2,11.0
2014-04-01,Arganzuela,2,11.1
2014-05-01,Arganzuela,2,11.1
2014-06-01,Arganzuela,2,11.0
2014-07-01,Arganzuela,2,11.0
2014-08-01,Arganzuela,2,11.0
2014-09-01,Arganzuela,2,11.1
2014-10-01,Arganzuela,2,11.1
2014-11-01,Arganzuela,2,11.1
2014-12-01,Arganzuela,2,11.3
2015-01-01,Arganzuela,2,11.3
2015-02-01,Arganzuela,2,11.4
2015-03-01,Arganzuela,2,11.4
2015-04-01,Arganzuela,2,11.5
2015-05-01,Arganzuela,2,11.5
2015-06-01,Arganzuela,2,11.5
2015-07-01,Arganzuela,2,11.5
2015-08-01,Arganzuela,2,11.5
2015-09-01,Arganzuela,2,11.5
2015-10-01,Arganzuela,2,11.7
2015-11-01,Arganzuela,2,12.0
2015-12-01,Arganzuela,2,12.1
2016-01-01,Arganzuela,2,12.2
2016-02-01,Arganzuela,2,12.2
2016-03-01,Arganzuela,2,12.2
2016-04-01,Arganzuela,2,12.2
2016-05-01,Arganzuela,2,12.2
2016-06-01,Arganzuela,2,12.1
2016-07-01,Arganzuela,2,12.0
2016-08-01,Arganzuela,2,12.1
2016-09-01,Arganzuela,2,12.3
2016-10-01,Arganzuela,2,12.6
2016-11-01,Arganzuela,2,12.7
2016-12-01,Arganzuela,2,12.8
2017-01-01,Arganzuela,2,12.9
2017-02-01,Arganzuela,2,13.2
2017-03-01,Arganzuela,2,13.3
2017-04-01,Arganzuela,2,13.7
2017-05-01,Arganzuela,2,13.8
2017-06-01,Arganzuela,2,13.5
2017-07-01,Arganzuela,2,13.7
2017-08-01,Arganzuela,2,13.8
2017-09-01,Arganzuela,2,14.0
2017-10-01,Arganzuela,2,14.1
2017-11-01,Arganzuela,2,14.1
2017-12-01,Arganzuela,2,13.9
2018-01-01,Arganzuela,2,14.1
2018-02-01,Arganzuela,2,14.4
2018-03-01,Arganzuela,2,14.5
2018-04-01,Arganzuela,2,14.5
2018-05-01,Arganzuela,2,14.5
2018-06-01,Arganzuela,2,14.7
2018-07-01,Arganzuela,2,14.5
2018-08-01,Arganzuela,2,14.7
2018-09-01,Arganzuela,2,14.9
2018-10-01,Arganzuela,2,15.0
2018-11-01,Arganzuela,2,15.0
2018-12-01,Arganzuela,2,15.2
2019-01-01,Arganzuela,2,15.5
2019-02-01,Arganzuela,2,15.5
2019-03-01,Arganzuela,2,15.7
2019-04-01,Arganzuela,2,16.0
2019-05-01,Arganzuela,2,15.9
2019-06-01,Arganzuela,2,15.8
2019-07-01,Arganzuela,2,15.7
2019-08-01,Arganzuela,2,16.0
2019-09-01,Arganzuela,2,16.0
2019-10-01,Arganzuela,2,16.1
2019-11-01,Arganzuela,2,16.4
2019-12-01,Arganzuela,2,16.0
2020-01-01,Arganzuela,2,15.7
2020-02-01,Arganzuela,2,16.0
2020-03-01,Arganzuela,2,16.0
2020-04-01,Arganzuela,2,16.1
2020-05-01,Arganzuela,2,16.4
2020-06-01,Arganzuela,2,16.0
2020-07-01,Arganzuela,2,15.7
2020-08-01,Arganzuela,2,15.5
2020-09-01,Arganzuela,2,15.4
2020-10-01,Arganzuela,2,15.1
2020-11-01,Arganzuela,2,14.8
2020-12-01,Arganzuela,2,14.4
2021-01-01,Arganzuela,2,14.2
2021-02-01,Arganzuela,2,14.2
2021-03-01,Arganzuela,2,14.3
2021-04-01,Arganzuela,2,14.4
2021-05-01,Arganzuela,2,14.3
2021-06-01,Arganzuela,2,14.2
2021-07-01,Arganzuela,2,14.2
2021-08-01,Arganzuela,2,14.3
2021-09-01,Arganzuela,2,14.5
2021-10-01,Arganzuela,2,14.6
2021-11-01,Arganzuela,2,14.6
2021-12-01,Arganzuela,2,14.6
2022-01-01,Arganzuela,2,14.7
2022-02-01,Arganzuela,2,15.0
2022-03-01,Arganzuela,2,15.1
2022-04-01,Arganzuela,2,15.3
2022-05-01,Arganzuela,2,15.2
2022-06-01,Arganzuela,2,15.3
2022-07-01,Arganzuela,2,15.3
2022-08-01,Arganzuela,2,15.7
2022-09-01,Arganzuela,2,15.7
2022-10-01,Arganzuela,2,15.8
2022-11-01,Arganzuela,2,16.1
2022-12-01,Arganzuela,2,16.1
2023-01-01,Arganzuela,2,16.2
2023-02-01,Arganzuela,2,16.13
2023-03-01,Arganzuela,2,16.3
2023-04-01,Arganzuela,2,16.25
2023-05-01,Arganzuela,2,16.36
2023-06-01,Arganzuela,2,16.44
2023-07-01,Arganzuela,2,16.67
2023-08-01,Arganzuela,2,16.91
2023-09-01,Arganzuela,2,17.19
2023-10-01,Arganzuela,2,17.27
2023-11-01,Arganzuela,2,17.32
2023-12-01,Arganzuela,2,17.71
2024-01-01,Arganzuela,2,18.05
2024-02-01,Arganzuela,2,18.57
2024-03-01,Arganzuela,2,19.06
2024-04-01,Arganzuela,2,19.16
2024-05-01,Arganzuela,2,19.37
2024-06-01,Arganzuela,2,19.59
2024-07-01,Arganzuela,2,19.65
2024-08-01,Arganzuela,2,19.88
2024-09-01,Arganzuela,2,20.16
2024-10-01,Arganzuela,2,20.45
2024-11-01,Arganzuela,2,20.43
2024-12-01,Arganzuela,2,20.3
2006-01-01,Retiro,3,
2006-02-01,Retiro,3,
2006-03-01,Retiro,3,
2006-04-01,Retiro,3,
2006-05-01,Retiro,3,
2006-06-01,Retiro,3,
2006-07-01,Retiro,3,
2006-08-01,Retiro,3,
2006-09-01,Retiro,3,
2006-10-01,Retiro,3,
2006-11-01,Retiro,3,
2006-12-01,Retiro,3,
2007-01-01,Retiro,3,
2007-02-01,Retiro,3,
2007-03-01,Retiro,3,
2007-04-01,Retiro,3,
2007-05-01,Retiro,3,
2007-06-01,Retiro,3,
2007-07-01,Retiro,3,
2007-08-01,Retiro,3,
2007-09-01,Retiro,3,
2007-10-01,Retiro,3,
2007-11-01,Retiro,3,
2007-12-01,Retiro,3,
2008-01-01,Retiro,3,
2008-02-01,Retiro,3,
2008-03-01,Retiro,3,
2008-04-01,Retiro,3,
2008-05-01,Retiro,3,
2008-06-01,Retiro,3,
2008-07-01,Retiro,3,
2008-08-01,Retiro,3,
2008-09-01,Retiro,3,
2008-10-01,Retiro,3,
2008-11-01,Retiro,3,
2008-12-01,Retiro,3,
2009-01-01,Retiro,3,
2009-02-01,Retiro,3,
2009-03-01,Retiro,3,
2009-04-01,Retiro,3,
2009-05-01,Retiro,3,
2009-06-01,Retiro,3,
2009-07-01,Retiro,3,
2009-08-01,Retiro,3,
2009-09-01,Retiro,3,
2009-10-01,Retiro,3,
2009-11-01,Retiro,3,
2009-12-01,Retiro,3,
2010-01-01,Retiro,3,
2010-02-01,Retiro,3,
2010-03-01,Retiro,3,
2010-04-01,Retiro,3,14.3
2010-05-01,Retiro,3,14.0
2010-06-01,Retiro,3,13.4
2010-07-01,Retiro,3,12.9
2010-08-01,Retiro,3,13.2
2010-09-01,Retiro,3,12.8
2010-10-01,Retiro,3,12.8
2010-11-01,Retiro,3,12.9
2010-12-01,Retiro,3,13.1
2011-01-01,Retiro,3,13.4
2011-02-01,Retiro,3,13.1
2011-03-01,Retiro,3,12.9
2011-04-01,Retiro,3,13.0
2011-05-01,Retiro,3,12.9
2011-06-01,Retiro,3,12.6
2011-07-01,Retiro,3,12.6
2011-08-01,Retiro,3,12.4
2011-09-01,Retiro,3,12.7
2011-10-01,Retiro,3,12.6
2011-11-01,Retiro,3,12.7
2011-12-01,Retiro,3,12.7
2012-01-01,Retiro,3,12.7
2012-02-01,Retiro,3,12.6
2012-03-01,Retiro,3,12.5
2012-04-01,Retiro,3,12.6
2012-05-01,Retiro,3,12.6
2012-06-01,Retiro,3,12.5
2012-07-01,Retiro,3,12.3
2012-08-01,Retiro,3,12.2
2012-09-01,Retiro,3,12.2
2012-10-01,Retiro,3,12.2
2012-11-01,Retiro,3,12.0
2012-12-01,Retiro,3,12.0
2013-01-01,Retiro,3,11.7
2013-02-01,Retiro,3,11.8
2013-03-01,Retiro,3,11.7
2013-04-01,Retiro,3,11.7
2013-05-01,Retiro,3,11.7
2013-06-01,Retiro,3,11.6
2013-07-01,Retiro,3,11.6
2013-08-01,Retiro,3,11.6
2013-09-01,Retiro,3,11.6
2013-10-01,Retiro,3,11.6
2013-11-01,Retiro,3,11.8
2013-12-01,Retiro,3,11.8
2014-01-01,Retiro,3,11.7
2014-02-01,Retiro,3,11.7
2014-03-01,Retiro,3,11.7
2014-04-01,Retiro,3,11.7
2014-05-01,Retiro,3,11.7
2014-06-01,Retiro,3,11.7
2014-07-01,Retiro,3,11.7
2014-08-01,Retiro,3,11.8
2014-09-01,Retiro,3,11.9
2014-10-01,Retiro,3,12.0
2014-11-01,Retiro,3,12.1
2014-12-01,Retiro,3,12.0
2015-01-01,Retiro,3,11.9
2015-02-01,Retiro,3,11.9
2015-03-01,Retiro,3,12.0
2015-04-01,Retiro,3,12.1
2015-05-01,Retiro,3,12.1
2015-06-01,Retiro,3,12.2
2015-07-01,Retiro,3,12.1
2015-08-01,Retiro,3,12.1
2015-09-01,Retiro,3,12.2
2015-10-01,Retiro,3,12.5
2015-11-01,Retiro,3,12.7
2015-12-01,Retiro,3,13.0
2016-01-01,Retiro,3,12.9
2016-02-01,Retiro,3,12.8
2016-03-01,Retiro,3,12.8
2016-04-01,Retiro,3,12.9
2016-05-01,Retiro,3,13.0
2016-06-01,Retiro,3,13.2
2016-07-01,Retiro,3,13.3
2016-08-01,Retiro,3,13.3
2016-09-01,Retiro,3,13.1
2016-10-01,Retiro,3,13.5
2016-11-01,Retiro,3,13.9
2016-12-01,Retiro,3,13.9
2017-01-01,Retiro,3,13.8
2017-02-01,Retiro,3,14.0
2017-03-01,Retiro,3,14.0
2017-04-01,Retiro,3,14.2
2017-05-01,Retiro,3,14.4
2017-06-01,Retiro,3,14.4
2017-07-01,Retiro,3,14.2
2017-08-01,Retiro,3,14.3
2017-09-01,Retiro,3,14.5
2017-10-01,Retiro,3,14.5
2017-11-01,Retiro,3,14.5
2017-12-01,Retiro,3,14.8
2018-01-01,Retiro,3,15.0
2018-02-01,Retiro,3,15.4
2018-03-01,Retiro,3,15.4
2018-04-01,Retiro,3,15.3
2018-05-01,Retiro,3,15.6
2018-06-01,Retiro,3,15.7
2018-07-01,Retiro,3,15.7
2018-08-01,Retiro,3,15.8
2018-09-01,Retiro,3,15.9
2018-10-01,Retiro,3,15.9
2018-11-01,Retiro,3,16.1
2018-12-01,Retiro,3,16.0
2019-01-01,Retiro,3,16.1
2019-02-01,Retiro,3,16.3
2019-03-01,Retiro,3,16.6
2019-04-01,Retiro,3,16.4
2019-05-01,Retiro,3,16.5
2019-06-01,Retiro,3,16.4
2019-07-01,Retiro,3,16.4
2019-08-01,Retiro,3,16.0
2019-09-01,Retiro,3,16.0
2019-10-01,Retiro,3,16.3
2019-11-01,Retiro,3,16.8
2019-12-01,Retiro,3,16.9
2020-01-01,Retiro,3,16.4
2020-02-01,Retiro,3,16.0
2020-03-01,Retiro,3,16.0
2020-04-01,Retiro,3,16.3
2020-05-01,Retiro,3,16.8
2020-06-01,Retiro,3,16.9
2020-07-01,Retiro,3,16.3
2020-08-01,Retiro,3,15.6
2020-09-01,Retiro,3,15.6
2020-10-01,Retiro,3,15.5
2020-11-01,Retiro,3,15.3
2020-12-01,Retiro,3,15.0
2021-01-01,Retiro,3,14.9
2021-02-01,Retiro,3,14.9
2021-03-01,Retiro,3,14.9
2021-04-01,Retiro,3,14.9
2021-05-01,Retiro,3,14.9
2021-06-01,Retiro,3,14.8
2021-07-01,Retiro,3,14.6
2021-08-01,Retiro,3,14.6
2021-09-01,Retiro,3,15.0
2021-10-01,Retiro,3,15.1
2021-11-01,Retiro,3,15.0
2021-12-01,Retiro,3,15.0
2022-01-01,Retiro,3,15.2
2022-02-01,Retiro,3,15.3
2022-03-01,Retiro,3,15.8
2022-04-01,Retiro,3,15.9
2022-05-01,Retiro,3,16.0
2022-06-01,Retiro,3,16.0
2022-07-01,Retiro,3,16.0
2022-08-01,Retiro,3,16.3
2022-09-01,Retiro,3,16.4
2022-10-01,Retiro,3,16.9
2022-11-01,Retiro,3,17.3
2022-12-01,Retiro,3,17.2
2023-01-01,Retiro,3,17.16
2023-02-01,Retiro,3,17.05
2023-03-01,Retiro,3,17.16
2023-04-01,Retiro,3,17.41
2023-05-01,Retiro,3,17.58
2023-06-01,Retiro,3,17.68
2023-07-01,Retiro,3,17.68
2023-08-01,Retiro,3,17.76
2023-09-01,Retiro,3,17.98
2023-10-01,Retiro,3,18.45
2023-11-01,Retiro,3,18.56
2023-12-01,Retiro,3,19.17
2024-01-01,Retiro,3,19.69
2024-02-01,Retiro,3,19.62
2024-03-01,Retiro,3,19.28
2024-04-01,Retiro,3,19.59
2024-05-01,Retiro,3,19.89
2024-06-01,Retiro,3,20.01
2024-07-01,Retiro,3,20.51
2024-08-01,Retiro,3,21.04
2024-09-01,Retiro,3,21.42
2024-10-01,Retiro,3,21.45
2024-11-01,Retiro,3,21.47
2024-12-01,Retiro,3,21.5
2006-01-01,Salamanca,4,
2006-02-01,Salamanca,4,
2006-03-01,Salamanca,4,
2006-04-01,Salamanca,4,
2006-05-01,Salamanca,4,
2006-06-01,Salamanca,4,
2006-07-01,Salamanca,4,
2006-08-01,Salamanca,4,
2006-09-01,Salamanca,4,
2006-10-01,Salamanca,4,
2006-11-01,Salamanca,4,
2006-12-01,Salamanca,4,
2007-01-01,Salamanca,4,
2007-02-01,Salamanca,4,
2007-03-01,Salamanca,4,
2007-04-01,Salamanca,4,
2007-05-01,Salamanca,4,
2007-06-01,Salamanca,4,
2007-07-01,Salamanca,4,
2007-08-01,Salamanca,4,
2007-09-01,Salamanca,4,
2007-10-01,Salamanca,4,
2007-11-01,Salamanca,4,
2007-12-01,Salamanca,4,
2008-01-01,Salamanca,4,
2008-02-01,Salamanca,4,
2008-03-01,Salamanca,4,
2008-04-01,Salamanca,4,
2008-05-01,Salamanca,4,
2008-06-01,Salamanca,4,
2008-07-01,Salamanca,4,
2008-08-01,Salamanca,4,
2008-09-01,Salamanca,4,
2008-10-01,Salamanca,4,
2008-11-01,Salamanca,4,
2008-12-01,Salamanca,4,
2009-01-01,Salamanca,4,
2009-02-01,Salamanca,4,
2009-03-01,Salamanca,4,
2009-04-01,Salamanca,4,
2009-05-01,Salamanca,4,16.9
2009-06-01,Salamanca,4,16.0
2009-07-01,Salamanca,4,15.5
2009-08-01,Salamanca,4,15.4
2009-09-01,Salamanca,4,15.2
2009-10-01,Salamanca,4,15.4
2009-11-01,Salamanca,4,15.6
2009-12-01,Salamanca,4,15.5
2010-01-01,Salamanca,4,15.2
2010-02-01,Salamanca,4,15.0
2010-03-01,Salamanca,4,15.3
2010-04-01,Salamanca,4,15.7
2010-05-01,Salamanca,4,15.7
2010-06-01,Salamanca,4,15.1
2010-07-01,Salamanca,4,15.0
2010-08-01,Salamanca,4,15.0
2010-09-01,Salamanca,4,15.0
2010-10-01,Salamanca,4,15.0
2010-11-01,Salamanca,4,15.3
2010-12-01,Salamanca,4,15.0
2011-01-01,Salamanca,4,15.2
2011-02-01,Salamanca,4,15.0
2011-03-01,Salamanca,4,15.0
2011-04-01,Salamanca,4,15.0
2011-05-01,Salamanca,4,15.1
2011-06-01,Salamanca,4,15.0
2011-07-01,Salamanca,4,14.7
2011-08-01,Salamanca,4,14.6
2011-09-01,Salamanca,4,14.7
2011-10-01,Salamanca,4,14.6
2011-11-01,Salamanca,4,14.7
2011-12-01,Salamanca,4,14.6
2012-01-01,Salamanca,4,14.5
2012-02-01,Salamanca,4,14.5
2012-03-01,Salamanca,4,14.4
2012-04-01,Salamanca,4,14.2
2012-05-01,Salamanca,4,14.2
2012-06-01,Salamanca,4,14.0
2012-07-01,Salamanca,4,14.1
2012-08-01,Salamanca,4,14.1
2012-09-01,Salamanca,4,14.1
2012-10-01,Salamanca,4,14.1
2012-11-01,Salamanca,4,14.0
2012-12-01,Salamanca,4,14.0
2013-01-01,Salamanca,4,13.9
2013-02-01,Salamanca,4,13.9
2013-03-01,Salamanca,4,13.8
2013-04-01,Salamanca,4,13.7
2013-05-01,Salamanca,4,13.6
2013-06-01,Salamanca,4,13.4
2013-07-01,Salamanca,4,13.4
2013-08-01,Salamanca,4,13.4
2013-09-01,Salamanca,4,13.6
2013-10-01,Salamanca,4,13.6
2013-11-01,Salamanca,4,13.6
2013-12-01,Salamanca,4,13.6
2014-01-01,Salamanca,4,13.6
2014-02-01,Salamanca,4,13.6
2014-03-01,Salamanca,4,13.6
2014-04-01,Salamanca,4,13.6
2014-05-01,Salamanca,4,13.6
